Id,District Name,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved
2017S006640    ,Nou Barris,Monday,July,31,10,Morning,1,0,1,1
2017S009405    ,Nou Barris,Monday,November,13,12,Morning,1,0,1,2
2017S006045    ,Nou Barris,Tuesday,July,11,18,Afternoon,1,0,1,2
2017S009644    ,Nou Barris,Monday,November,20,19,Afternoon,1,0,1,2
2017S000198    ,Nou Barris,Monday,January,9,17,Afternoon,2,0,2,2
2017S004461    ,Nou Barris,Saturday,May,20,8,Morning,0,0,0,5
2017S005308    ,Nou Barris,Saturday,June,17,11,Morning,1,0,1,2
2017S008368    ,Nou Barris,Tuesday,October,10,19,Afternoon,1,0,1,2
2017S008667    ,Nou Barris,Friday,October,20,12,Morning,2,0,2,1
2017S002035    ,Nou Barris,Monday,March,13,15,Afternoon,1,0,1,1
2017S007217    ,Nou Barris,Monday,August,28,16,Afternoon,2,0,2,2
2017S005904    ,Nou Barris,Thursday,July,6,18,Afternoon,1,0,1,2
2017S008236    ,Nou Barris,Thursday,October,5,14,Afternoon,2,0,2,2
2017S006533    ,Nou Barris,Wednesday,July,26,21,Afternoon,1,0,1,2
2017S006765    ,Nou Barris,Friday,August,4,19,Afternoon,1,0,1,3
2017S003786    ,Nou Barris,Friday,April,28,15,Afternoon,0,0,0,2
2017S004150    ,Nou Barris,Wednesday,May,10,6,Morning,1,0,1,2
2017S001484    ,Nou Barris,Wednesday,February,22,19,Afternoon,3,0,3,3
2017S007846    ,Nou Barris,Friday,September,22,10,Morning,2,0,2,5
2017S009579    ,Nou Barris,Saturday,November,18,6,Morning,3,0,3,1
2017S003183    ,Nou Barris,Wednesday,April,5,21,Afternoon,0,0,0,3
2017S009043    ,Nou Barris,Thursday,November,2,10,Morning,1,0,1,2
2017S008749    ,Nou Barris,Sunday,October,22,23,Night,2,0,2,2
2017S008921    ,Nou Barris,Saturday,October,28,9,Morning,1,0,1,3
2017S009715    ,Nou Barris,Wednesday,November,22,14,Afternoon,2,0,2,2
2017S003165    ,Nou Barris,Wednesday,April,5,21,Afternoon,4,0,4,4
2017S003591    ,Nou Barris,Friday,April,21,15,Afternoon,1,0,1,2
2017S003800    ,Nou Barris,Friday,April,28,21,Afternoon,1,0,1,2
2017S005272    ,Nou Barris,Friday,June,16,11,Morning,1,0,1,2
2017S007990    ,Nou Barris,Wednesday,September,27,21,Afternoon,2,0,2,2
2017S003029    ,Nou Barris,Sunday,April,2,11,Morning,2,0,2,2
2017S007270    ,Nou Barris,Tuesday,August,29,19,Afternoon,0,0,0,2
2017S003200    ,Nou Barris,Thursday,April,6,19,Afternoon,1,0,1,1
2017S010427    ,Nou Barris,Sunday,December,17,17,Afternoon,1,0,1,2
2017S000550    ,Nou Barris,Friday,January,20,18,Afternoon,1,0,1,2
2017S004013    ,Nou Barris,Saturday,May,6,13,Morning,1,0,1,2
2017S007532    ,Nou Barris,Monday,September,11,18,Afternoon,0,0,0,3
2017S003419    ,Nou Barris,Saturday,April,15,13,Morning,2,0,2,2
2017S008116    ,Nou Barris,Monday,October,2,10,Morning,1,0,1,1
2017S002107    ,Nou Barris,Thursday,March,16,8,Morning,1,0,1,2
2017S007441    ,Nou Barris,Tuesday,September,5,9,Morning,0,0,0,1
2017S000758    ,Nou Barris,Saturday,January,28,19,Afternoon,1,0,1,1
2017S000855    ,Nou Barris,Wednesday,February,1,11,Morning,1,0,1,2
2017S005426    ,Nou Barris,Wednesday,June,21,8,Morning,2,0,2,2
2017S004262    ,Nou Barris,Saturday,May,13,13,Morning,1,0,1,1
2017S009902    ,Nou Barris,Tuesday,November,28,10,Morning,1,0,1,1
2017S000313    ,Nou Barris,Friday,January,13,9,Morning,1,0,1,2
2017S010067    ,Nou Barris,Saturday,December,2,9,Morning,1,0,1,2
2017S003413    ,Nou Barris,Saturday,April,15,4,Night,0,0,0,4
2017S007790    ,Nou Barris,Wednesday,September,20,18,Afternoon,1,0,1,1
2017S006073    ,Nou Barris,Wednesday,July,12,14,Afternoon,1,0,1,1
2017S009623    ,Nou Barris,Monday,November,20,9,Morning,1,0,1,2
2017S009811    ,Nou Barris,Saturday,November,25,10,Morning,1,0,1,2
2017S005312    ,Nou Barris,Saturday,June,17,15,Afternoon,1,0,1,2
2017S008817    ,Nou Barris,Wednesday,October,25,7,Morning,1,0,1,3
2017S004974    ,Nou Barris,Wednesday,June,7,10,Morning,1,0,1,2
2017S003186    ,Nou Barris,Thursday,April,6,11,Morning,2,0,2,2
2017S005799    ,Nou Barris,Tuesday,July,4,9,Morning,1,0,1,2
2017S003936    ,Nou Barris,Wednesday,May,3,21,Afternoon,1,0,1,1
2017S004642    ,Sant Andreu,Friday,May,26,11,Morning,1,0,1,1
2017S003071    ,Sant Andreu,Sunday,April,2,13,Morning,1,0,1,2
2017S002587    ,Sant Andreu,Friday,March,31,17,Afternoon,2,0,2,2
2017S002362    ,Sant Andreu,Friday,March,24,12,Morning,1,0,1,1
2017S004178    ,Sant Andreu,Thursday,May,11,11,Morning,1,0,1,4
2017S000734    ,Sant Andreu,Friday,January,27,20,Afternoon,1,0,1,2
2017S004367    ,Sant Andreu,Wednesday,May,17,8,Morning,1,0,1,2
2017S010761    ,Sant Andreu,Saturday,December,30,11,Morning,1,0,1,1
2017S002572    ,Sant Andreu,Friday,March,31,10,Morning,0,0,0,1
2017S008872    ,Sant Andreu,Thursday,October,26,17,Afternoon,1,0,1,3
2017S005491    ,Sant Andreu,Friday,June,2,10,Morning,0,0,0,1
2017S000923    ,Sant Andreu,Friday,February,3,12,Morning,1,0,1,2
2017S005440    ,Sant Andreu,Wednesday,June,21,14,Afternoon,1,0,1,2
2017S007295    ,Sant Andreu,Thursday,August,31,14,Afternoon,1,0,1,2
2017S004676    ,Sant Andreu,Saturday,May,27,0,Night,1,0,1,2
2017S006895    ,Sant Andreu,Thursday,August,10,18,Afternoon,0,0,0,1
2017S010747    ,Sant Andreu,Friday,December,29,10,Morning,1,0,1,1
2017S001462    ,Sant Andreu,Wednesday,February,22,4,Night,1,0,1,2
2017S010048    ,Sant Andreu,Friday,December,1,14,Afternoon,2,0,2,2
2017S010553    ,Sant Andreu,Thursday,December,21,8,Morning,1,0,1,1
2017S009770    ,Sant Andreu,Friday,November,24,10,Morning,1,0,1,2
2017S010476    ,Sant Andreu,Monday,December,18,23,Night,1,0,1,1
2017S001311    ,Sant Andreu,Thursday,February,16,20,Afternoon,1,0,1,1
2017S007585    ,Sant Andreu,Wednesday,September,13,15,Afternoon,2,0,2,2
2017S008554    ,Sant Andreu,Tuesday,October,17,20,Afternoon,1,0,1,2
2017S009523    ,Sant Andreu,Thursday,November,16,15,Afternoon,1,0,1,2
2017S008010    ,Sant Andreu,Thursday,September,28,17,Afternoon,1,0,1,2
2017S010016    ,Sant Andreu,Thursday,November,30,18,Afternoon,1,0,1,2
2017S008222    ,Sant Andreu,Thursday,October,5,8,Morning,1,0,1,2
2017S009010    ,Sant Andreu,Tuesday,October,31,20,Afternoon,1,0,1,2
2017S005817    ,Sant Andreu,Tuesday,July,4,18,Afternoon,1,0,1,1
2017S009669    ,Sant Andreu,Tuesday,November,21,13,Morning,1,0,1,2
2017S009714    ,Sant Andreu,Wednesday,November,22,16,Afternoon,2,0,2,2
2017S005130    ,Sant Andreu,Monday,June,12,9,Morning,1,0,1,2
2017S009054    ,Sant Andreu,Thursday,November,2,18,Afternoon,1,0,1,2
2017S005276    ,Sant Andreu,Friday,June,16,12,Morning,2,0,2,2
2017S005226    ,Sant Andreu,Thursday,June,15,5,Night,1,0,1,2
2017S010703    ,Sant Andreu,Wednesday,December,27,17,Afternoon,1,0,1,2
2017S008652    ,Sant Andreu,Friday,October,20,7,Morning,1,0,1,2
2017S005447    ,Sant Andreu,Wednesday,June,21,18,Afternoon,1,0,1,2
2017S009463    ,Sant Andreu,Wednesday,November,15,10,Morning,1,0,1,2
2017S000159    ,Sant Andreu,Saturday,January,7,18,Afternoon,2,0,2,3
2017S003574    ,Sant Andreu,Friday,April,21,15,Afternoon,0,0,0,2
2017S009804    ,Sant Andreu,Friday,November,24,15,Afternoon,1,0,1,2
2017S007451    ,Sant Andreu,Thursday,September,7,15,Afternoon,3,0,3,4
2017S009152    ,Sant Andreu,Sunday,November,5,16,Afternoon,0,0,0,1
2017S007676    ,Sant Andreu,Saturday,September,16,19,Afternoon,2,0,2,2
2017S009499    ,Sant Andreu,Thursday,November,16,9,Morning,1,1,2,1
2017S005566    ,Sant Andreu,Monday,June,26,15,Afternoon,1,0,1,2
2017S000077    ,Sant Andreu,Wednesday,January,4,12,Morning,3,0,3,4
2017S004924    ,Sant Andreu,Monday,June,5,6,Morning,1,0,1,2
2017S003454    ,Sant Andreu,Tuesday,April,18,9,Morning,2,0,2,2
2017S010183    ,Sant Andreu,Wednesday,December,6,19,Afternoon,1,0,1,2
2017S001901    ,Sant Andreu,Wednesday,March,8,16,Afternoon,1,0,1,3
2017S004736    ,Sant Andreu,Monday,May,29,20,Afternoon,2,0,2,2
2017S004695    ,Sant Andreu,Saturday,May,27,20,Afternoon,2,0,2,2
2017S010347    ,Sant Andreu,Thursday,December,14,17,Afternoon,1,0,1,2
2017S004545    ,Sant Andreu,Monday,May,22,20,Afternoon,2,0,2,2
2017S001610    ,Sant Andreu,Monday,February,27,13,Morning,2,0,2,2
2017S005823    ,Sant Andreu,Tuesday,July,4,18,Afternoon,1,0,1,2
2017S002135    ,Sant Andreu,Thursday,March,16,22,Night,1,0,1,1
2017S002577    ,Sant Andreu,Friday,March,31,13,Morning,1,0,1,1
2017S001315    ,Sant Andreu,Thursday,February,16,22,Night,1,0,1,2
2017S000651    ,Sant Andreu,Tuesday,January,24,21,Afternoon,2,0,2,1
2017S004094    ,Sant Andreu,Monday,May,8,21,Afternoon,1,0,1,2
2017S005758    ,Sant Andreu,Sunday,July,2,21,Afternoon,1,0,1,2
2017S000763    ,Sant Andreu,Sunday,January,29,3,Night,1,0,1,2
2017S001770    ,Sant Andreu,Saturday,March,4,2,Night,3,0,3,3
2017S004353    ,Sant Andreu,Tuesday,May,16,16,Afternoon,1,0,1,2
2017S004139    ,Sant Andreu,Tuesday,May,9,21,Afternoon,1,0,1,2
2017S010167    ,Sant Andreu,Tuesday,December,5,20,Afternoon,1,0,1,2
2017S010513    ,Sant Andreu,Tuesday,December,19,23,Night,0,0,0,1
2017S006531    ,Sant Andreu,Wednesday,July,26,20,Afternoon,1,0,1,2
2017S008369    ,Sant Andreu,Tuesday,October,10,18,Afternoon,0,0,0,1
2017S008535    ,Sant Andreu,Tuesday,October,17,12,Morning,1,0,1,2
2017S003390    ,Sant Andreu,Friday,April,14,5,Night,1,0,1,2
2017S001715    ,Sant Andreu,Thursday,March,2,9,Morning,1,0,1,2
2017S003963    ,Sant Andreu,Thursday,May,4,17,Afternoon,1,0,1,2
2017S004218    ,Sant Andreu,Friday,May,12,11,Morning,1,0,1,2
2017S003986    ,Sant Andreu,Friday,May,5,13,Morning,1,0,1,2
2017S009871    ,Unknown,Monday,November,27,14,Afternoon,1,0,1,2
2017S006148    ,Unknown,Friday,July,14,17,Afternoon,2,0,2,1
2017S008091    ,Unknown,Sunday,October,1,12,Morning,1,0,1,2
2017S004015    ,Unknown,Saturday,May,6,14,Afternoon,5,0,5,3
2017S004618    ,Sant Martí,Thursday,May,25,15,Afternoon,1,0,1,2
2017S007334    ,Sant Martí,Friday,September,1,22,Night,2,0,2,2
2017S004016    ,Sant Martí,Saturday,May,6,17,Afternoon,1,0,1,2
2017S005797    ,Sant Martí,Tuesday,July,4,10,Morning,2,0,2,1
2017S010474    ,Sant Martí,Monday,December,18,20,Afternoon,3,0,3,2
2017S008857    ,Sant Martí,Thursday,October,26,9,Morning,2,0,2,1
2017S004000    ,Sant Martí,Saturday,May,6,0,Night,0,0,0,1
2017S009341    ,Sant Martí,Saturday,November,11,8,Morning,1,0,1,2
2017S007397    ,Sant Martí,Tuesday,September,5,11,Morning,1,0,1,2
2017S001292    ,Sant Martí,Thursday,February,16,8,Morning,1,0,1,2
2017S008078    ,Sant Martí,Saturday,September,30,18,Afternoon,2,0,2,1
2017S000810    ,Sant Martí,Monday,January,30,20,Afternoon,1,0,1,2
2017S009400    ,Sant Martí,Monday,November,13,12,Morning,1,0,1,2
2017S001990    ,Sant Martí,Saturday,March,11,12,Morning,2,0,2,2
2017S000627    ,Sant Martí,Tuesday,January,24,8,Morning,2,0,2,1
2017S008737    ,Sant Martí,Sunday,October,22,16,Afternoon,1,0,1,3
2017S006717    ,Sant Martí,Thursday,August,3,8,Morning,1,0,1,2
2017S003385    ,Sant Martí,Thursday,April,13,17,Afternoon,1,0,1,3
2017S009107    ,Sant Martí,Saturday,November,4,8,Morning,1,0,1,2
2017S004210    ,Sant Martí,Friday,May,12,1,Night,0,0,0,1
2017S007379    ,Sant Martí,Monday,September,4,14,Afternoon,2,0,2,3
2017S009959    ,Sant Martí,Wednesday,November,29,17,Afternoon,1,0,1,1
2017S007869    ,Sant Martí,Friday,September,22,21,Afternoon,1,0,1,3
2017S008598    ,Sant Martí,Wednesday,October,18,20,Afternoon,1,0,1,2
2017S006226    ,Sant Martí,Monday,July,17,11,Morning,1,0,1,2
2017S000871    ,Sant Martí,Wednesday,February,1,19,Afternoon,1,0,1,2
2017S005846    ,Sant Martí,Tuesday,July,4,20,Afternoon,1,0,1,2
2017S003886    ,Sant Martí,Tuesday,May,2,15,Afternoon,1,0,1,3
2017S001619    ,Sant Martí,Monday,February,27,16,Afternoon,0,0,0,2
2017S001842    ,Sant Martí,Monday,March,6,15,Afternoon,1,0,1,2
2017S000493    ,Sant Martí,Wednesday,January,18,18,Afternoon,2,0,2,1
2017S004756    ,Sant Martí,Tuesday,May,30,12,Morning,1,0,1,2
2017S006459    ,Sant Martí,Monday,July,24,18,Afternoon,1,0,1,2
2017S001922    ,Sant Martí,Thursday,March,9,10,Morning,1,0,1,2
2017S003117    ,Sant Martí,Tuesday,April,4,18,Afternoon,1,0,1,1
2017S004022    ,Sant Martí,Saturday,May,6,19,Afternoon,2,0,2,2
2017S005499    ,Sant Martí,Friday,June,23,15,Afternoon,1,0,1,2
2017S008025    ,Sant Martí,Friday,September,29,7,Morning,1,0,1,2
2017S002018    ,Sant Martí,Monday,March,13,7,Morning,1,0,1,2
2017S001170    ,Sant Martí,Saturday,February,11,22,Night,1,0,1,2
2017S003734    ,Sant Martí,Thursday,April,27,7,Morning,2,0,2,2
2017S004580    ,Sant Martí,Wednesday,May,24,9,Morning,1,0,1,1
2017S009957    ,Sant Martí,Wednesday,November,29,17,Afternoon,2,0,2,2
2017S008208    ,Sant Martí,Thursday,October,5,6,Morning,1,0,1,2
2017S001028    ,Sant Martí,Tuesday,February,7,14,Afternoon,1,0,1,2
2017S005388    ,Sant Martí,Tuesday,June,20,7,Morning,1,0,1,2
2017S010006    ,Sant Martí,Thursday,November,30,17,Afternoon,1,0,1,2
2017S000613    ,Sant Martí,Monday,January,23,20,Afternoon,1,0,1,2
2017S006471    ,Sant Martí,Tuesday,July,25,0,Night,1,0,1,2
2017S008537    ,Sant Martí,Tuesday,October,17,13,Morning,1,0,1,2
2017S006845    ,Sant Martí,Tuesday,August,8,13,Morning,1,0,1,1
2017S000461    ,Sant Martí,Tuesday,January,17,16,Afternoon,2,0,2,3
2017S008860    ,Sant Martí,Thursday,October,26,11,Morning,1,0,1,2
2017S005117    ,Sant Martí,Sunday,June,11,19,Afternoon,1,0,1,1
2017S000306    ,Sant Martí,Thursday,January,12,20,Afternoon,1,0,1,2
2017S004374    ,Sant Martí,Wednesday,May,17,9,Morning,2,0,2,4
2017S002453    ,Sant Martí,Monday,March,27,16,Afternoon,1,0,1,2
2017S009101    ,Sant Martí,Friday,November,3,21,Afternoon,1,0,1,2
2017S005938    ,Sant Martí,Friday,July,7,16,Afternoon,1,0,1,2
2017S008287    ,Sant Martí,Saturday,October,7,20,Afternoon,2,0,2,2
2017S003274    ,Sant Martí,Monday,April,10,0,Night,0,0,0,2
2017S004794    ,Sant Martí,Wednesday,May,31,17,Afternoon,1,0,1,2
2017S001676    ,Sant Martí,Wednesday,March,1,9,Morning,1,0,1,2
2017S001412    ,Sant Martí,Monday,February,20,16,Afternoon,1,0,1,2
2017S008106    ,Sant Martí,Monday,October,2,1,Night,0,1,1,3
2017S008179    ,Sant Martí,Wednesday,October,4,16,Afternoon,0,0,0,1
2017S003244    ,Sant Martí,Saturday,April,8,9,Morning,1,0,1,5
2017S006056    ,Sant Martí,Wednesday,July,12,9,Morning,1,0,1,2
2017S004132    ,Sant Martí,Friday,May,5,17,Afternoon,1,0,1,2
2017S009655    ,Sant Martí,Tuesday,November,21,6,Morning,2,0,2,3
2017S005844    ,Sant Martí,Wednesday,July,5,10,Morning,1,0,1,2
2017S007586    ,Sant Martí,Wednesday,September,13,15,Afternoon,2,0,2,2
2017S008900    ,Sant Martí,Friday,October,27,13,Morning,0,1,1,3
2017S008821    ,Sant Martí,Wednesday,October,25,9,Morning,1,0,1,1
2017S008930    ,Sant Martí,Saturday,October,28,13,Morning,1,0,1,2
2017S010536    ,Sant Martí,Wednesday,December,20,16,Afternoon,1,0,1,1
2017S004308    ,Sant Martí,Monday,May,15,11,Morning,1,0,1,2
2017S003226    ,Sant Martí,Friday,April,7,12,Morning,1,0,1,2
2017S001752    ,Sant Martí,Friday,March,3,15,Afternoon,1,0,1,4
2017S010652    ,Sant Martí,Monday,December,25,15,Afternoon,1,0,1,2
2017S010452    ,Sant Martí,Monday,December,18,13,Morning,1,0,1,2
2017S002400    ,Sant Martí,Friday,March,24,23,Night,0,0,0,2
2017S000426    ,Sant Martí,Monday,January,16,17,Afternoon,1,0,1,2
2017S008617    ,Sant Martí,Thursday,October,19,10,Morning,1,0,1,2
2017S004837    ,Sant Martí,Thursday,June,1,18,Afternoon,1,0,1,1
2017S009851    ,Sant Martí,Sunday,November,26,18,Afternoon,1,0,1,1
2017S003720    ,Sant Martí,Wednesday,April,26,17,Afternoon,1,0,1,2
2017S000534    ,Sant Martí,Friday,January,20,11,Morning,1,0,1,2
2017S005642    ,Sant Martí,Wednesday,June,28,18,Afternoon,2,0,2,2
2017S005989    ,Sant Martí,Monday,July,10,7,Morning,1,0,1,2
2017S005637    ,Sant Martí,Wednesday,June,28,16,Afternoon,1,0,1,2
2017S005474    ,Sant Martí,Thursday,June,22,18,Afternoon,1,0,1,1
2017S007667    ,Sant Martí,Saturday,September,16,13,Morning,1,0,1,1
2017S008320    ,Sant Martí,Monday,October,9,12,Morning,0,1,1,3
2017S001792    ,Sant Martí,Saturday,March,4,16,Afternoon,1,0,1,2
2017S008268    ,Sant Martí,Saturday,October,7,0,Night,1,0,1,2
2017S006175    ,Sant Martí,Friday,July,14,19,Afternoon,2,0,2,2
2017S000946    ,Sant Martí,Friday,February,3,21,Afternoon,1,0,1,3
2017S001678    ,Sant Martí,Wednesday,March,1,8,Morning,1,0,1,2
2017S005626    ,Sant Martí,Wednesday,June,28,11,Morning,1,0,1,2
2017S003754    ,Sant Martí,Thursday,April,27,18,Afternoon,0,0,0,3
2017S005137    ,Sant Martí,Monday,June,12,12,Morning,2,0,2,3
2017S003489    ,Sant Martí,Wednesday,April,19,13,Morning,1,0,1,1
2017S006012    ,Sant Martí,Tuesday,July,11,7,Morning,1,0,1,1
2017S001937    ,Sant Martí,Thursday,March,9,17,Afternoon,1,0,1,2
2017S006522    ,Sant Martí,Wednesday,July,26,13,Morning,1,0,1,1
2017S004081    ,Sant Martí,Monday,May,8,18,Afternoon,0,0,0,2
2017S000565    ,Sant Martí,Saturday,January,21,1,Night,1,0,1,2
2017S000227    ,Sant Martí,Tuesday,January,10,14,Afternoon,1,0,1,2
2017S010231    ,Sant Martí,Sunday,December,10,16,Afternoon,0,0,0,1
2017S004373    ,Sant Martí,Wednesday,May,17,10,Morning,2,0,2,2
2017S005045    ,Sant Martí,Friday,June,9,8,Morning,1,0,1,2
2017S006979    ,Sant Martí,Monday,August,14,17,Afternoon,2,0,2,1
2017S006050    ,Sant Martí,Wednesday,July,12,1,Night,2,0,2,2
2017S009039    ,Sant Martí,Thursday,November,2,8,Morning,1,0,1,3
2017S008474    ,Sant Martí,Sunday,October,15,1,Night,3,0,3,2
2017S003563    ,Sant Martí,Friday,April,21,13,Morning,1,0,1,2
2017S007929    ,Sant Martí,Monday,September,25,15,Afternoon,1,0,1,3
2017S004368    ,Sant Martí,Wednesday,May,17,9,Morning,2,0,2,3
2017S000448    ,Sant Martí,Tuesday,January,17,12,Morning,1,0,1,2
2017S006223    ,Sant Martí,Monday,July,17,12,Morning,2,0,2,2
2017S009694    ,Sant Martí,Wednesday,November,22,8,Morning,1,0,1,2
2017S005920    ,Sant Martí,Friday,July,7,10,Morning,1,0,1,2
2017S006671    ,Sant Martí,Tuesday,August,1,20,Afternoon,3,0,3,2
2017S010364    ,Sant Martí,Thursday,December,14,19,Afternoon,1,0,1,2
2017S006667    ,Sant Martí,Tuesday,August,1,19,Afternoon,1,0,1,2
2017S005521    ,Sant Martí,Saturday,June,24,17,Afternoon,1,0,1,2
2017S007115    ,Sant Martí,Tuesday,August,22,9,Morning,4,0,4,3
2017S010237    ,Sant Martí,Monday,December,11,5,Night,0,0,0,3
2017S003199    ,Sant Martí,Thursday,April,6,18,Afternoon,2,0,2,2
2017S006658    ,Sant Martí,Tuesday,August,1,7,Morning,1,0,1,2
2017S001408    ,Sant Martí,Monday,February,20,15,Afternoon,1,0,1,3
2017S006454    ,Sant Martí,Monday,July,24,13,Morning,2,0,2,4
2017S001446    ,Sant Martí,Tuesday,February,21,15,Afternoon,1,0,1,2
2017S001974    ,Sant Martí,Friday,March,10,15,Afternoon,1,0,1,2
2017S000572    ,Sant Martí,Saturday,January,21,12,Morning,0,0,0,1
2017S006177    ,Sant Martí,Saturday,July,15,17,Afternoon,1,0,1,2
2017S005330    ,Sant Martí,Sunday,June,18,11,Morning,2,0,2,2
2017S004989    ,Ciutat Vella,Sunday,June,4,19,Afternoon,1,0,1,2
2017S003553    ,Ciutat Vella,Friday,April,21,9,Morning,1,0,1,1
2017S002391    ,Ciutat Vella,Friday,March,24,19,Afternoon,1,0,1,1
2017S007197    ,Ciutat Vella,Sunday,August,27,14,Afternoon,1,0,1,2
2017S001605    ,Ciutat Vella,Monday,February,27,11,Morning,2,0,2,1
2017S007999    ,Ciutat Vella,Thursday,September,28,10,Morning,1,0,1,2
2017S010535    ,Ciutat Vella,Wednesday,December,20,15,Afternoon,1,0,1,1
2017S001254    ,Ciutat Vella,Friday,February,10,12,Morning,1,0,1,2
2017S004202    ,Ciutat Vella,Thursday,May,11,19,Afternoon,1,0,1,2
2017S007359    ,Ciutat Vella,Saturday,September,2,23,Night,1,0,1,1
2017S004121    ,Ciutat Vella,Tuesday,May,9,16,Afternoon,1,0,1,1
2017S003505    ,Sant Martí,Wednesday,April,19,19,Afternoon,1,0,1,2
2017S005110    ,Sant Martí,Saturday,June,10,21,Afternoon,1,0,1,2
2017S005363    ,Sant Martí,Monday,June,19,11,Morning,1,0,1,1
2017S000998    ,Sant Martí,Monday,February,6,16,Afternoon,2,0,2,3
2017S000240    ,Sant Martí,Tuesday,January,10,19,Afternoon,1,0,1,2
2017S009446    ,Sant Martí,Tuesday,November,14,19,Afternoon,2,0,2,2
2017S009368    ,Sant Martí,Saturday,November,11,21,Afternoon,1,0,1,1
2017S005957    ,Sant Martí,Saturday,July,8,21,Afternoon,2,0,2,2
2017S006521    ,Sant Martí,Wednesday,July,26,14,Afternoon,1,0,1,1
2017S010753    ,Sant Martí,Friday,December,29,15,Afternoon,2,0,2,2
2017S003340    ,Sant Martí,Wednesday,April,12,17,Afternoon,1,0,1,2
2017S009252    ,Sant Martí,Thursday,November,9,7,Morning,2,0,2,2
2017S006023    ,Sant Martí,Tuesday,July,11,13,Morning,0,0,0,6
2017S007378    ,Sant Martí,Monday,September,4,15,Afternoon,1,0,1,1
2017S008984    ,Sant Martí,Monday,October,30,22,Night,3,0,3,2
2017S007049    ,Sant Martí,Thursday,August,17,21,Afternoon,1,0,1,2
2017S003665    ,Sant Martí,Tuesday,April,25,7,Morning,1,0,1,2
2017S006937    ,Sant Martí,Saturday,August,12,14,Afternoon,1,0,1,2
2017S000458    ,Sant Martí,Tuesday,January,17,13,Morning,1,0,1,2
2017S004802    ,Sant Martí,Wednesday,May,31,18,Afternoon,1,0,1,2
2017S006201    ,Sant Martí,Sunday,July,16,15,Afternoon,1,0,1,2
2017S006186    ,Sant Martí,Saturday,July,15,23,Night,0,0,0,2
2017S005047    ,Sant Martí,Friday,June,9,7,Morning,1,0,1,2
2017S004742    ,Sant Martí,Tuesday,May,30,7,Morning,1,0,1,2
2017S001319    ,Sant Martí,Thursday,February,16,23,Night,0,0,0,2
2017S002082    ,Sant Martí,Wednesday,March,15,11,Morning,1,0,1,2
2017S000279    ,Sant Martí,Thursday,January,12,8,Morning,1,0,1,1
2017S007683    ,Sant Martí,Saturday,September,16,20,Afternoon,2,0,2,1
2017S006432    ,Sant Martí,Sunday,July,23,16,Afternoon,1,0,1,1
2017S002557    ,Ciutat Vella,Thursday,March,30,18,Afternoon,1,0,1,2
2017S001983    ,Ciutat Vella,Friday,March,10,21,Afternoon,1,0,1,2
2017S004767    ,Ciutat Vella,Wednesday,May,31,5,Night,0,0,0,1
2017S004911    ,Ciutat Vella,Sunday,June,4,13,Morning,1,0,1,2
2017S008322    ,Ciutat Vella,Monday,October,9,12,Morning,1,0,1,2
2017S000047    ,Ciutat Vella,Tuesday,January,3,11,Morning,1,0,1,1
2017S002092    ,Ciutat Vella,Wednesday,March,15,18,Afternoon,2,0,2,1
2017S005930    ,Ciutat Vella,Friday,July,7,15,Afternoon,1,0,1,1
2017S006572    ,Ciutat Vella,Friday,July,28,13,Morning,1,0,1,2
2017S002593    ,Ciutat Vella,Friday,March,31,16,Afternoon,0,0,0,1
2017S003446    ,Ciutat Vella,Monday,April,17,22,Night,1,0,1,2
2017S007291    ,Ciutat Vella,Thursday,August,31,4,Night,1,0,1,2
2017S003551    ,Ciutat Vella,Friday,April,21,9,Morning,1,0,1,2
2017S008884    ,Ciutat Vella,Friday,October,27,6,Morning,1,0,1,2
2017S003299    ,Ciutat Vella,Monday,April,10,16,Afternoon,0,0,0,1
2017S004674    ,Ciutat Vella,Friday,May,26,19,Afternoon,1,0,1,2
2017S008700    ,Ciutat Vella,Saturday,October,21,6,Morning,1,0,1,2
2017S006446    ,Ciutat Vella,Monday,July,24,11,Morning,0,0,0,1
2017S002124    ,Ciutat Vella,Thursday,March,16,17,Afternoon,1,0,1,1
2017S005359    ,Ciutat Vella,Monday,June,19,9,Morning,0,0,0,1
2017S003811    ,Ciutat Vella,Saturday,April,29,12,Morning,1,0,1,1
2017S001831    ,Ciutat Vella,Monday,March,6,8,Morning,0,0,0,1
2017S007237    ,Ciutat Vella,Tuesday,August,29,21,Afternoon,2,0,2,3
2017S008958    ,Ciutat Vella,Monday,October,30,8,Morning,1,0,1,1
2017S004915    ,Ciutat Vella,Sunday,June,4,17,Afternoon,1,0,1,2
2017S005666    ,Ciutat Vella,Thursday,June,29,14,Afternoon,2,0,2,1
2017S003020    ,Ciutat Vella,Saturday,April,1,18,Afternoon,1,0,1,1
2017S008087    ,Ciutat Vella,Sunday,October,1,7,Morning,0,0,0,2
2017S000614    ,Ciutat Vella,Monday,January,23,21,Afternoon,0,0,0,1
2017S002309    ,Ciutat Vella,Wednesday,March,22,15,Afternoon,1,0,1,2
2017S007994    ,Ciutat Vella,Thursday,September,28,6,Morning,1,0,1,2
2017S007108    ,Ciutat Vella,Monday,August,21,22,Night,1,0,1,3
2017S008645    ,Ciutat Vella,Friday,October,20,0,Night,1,0,1,1
